year_m,ff4_hf,us_cpi,us_ip,exp_cpi_12m,gs1,gs10,ebpnew,CPI_raw,us_cpi_inf,us_cpi_annualized,cpi_inf_annualized,ffr,c,unemp,ppi_inf,ppi_inf_annualizes,MP_shock,GK_inst,food,housing,apparel,transport,medical,recreation,educ_comm,core_cpi
01/01/1990,0,484.81165,61.644,4.7766666,7.9200001,8.21,0.2929,127.5000173,0.94565,140.0770655,10.90821033,8.23,47.94,5.4,1.681415929,22.15156133,0,0,129.4,126.1,119.9,117,156,,,132.1
01/02/1990,-0.02,485.20303,62.2108,4.2336421,8.1099997,8.4700003,0.42629999,128.0000046,0.39138,133.09781,4.390425043,8.24,47.698,5.3,-0.43516101,-5.098746414,-0.000904511,-0.015,130.5,126.2,122,117.2,157.1,,,132.7
01/03/1990,-0.02,485.67068,62.5068,4.3737841,8.3500004,8.5900002,0.45930001,128.5999985,0.46765,134.7406596,5.266136486,8.28,47.859,5.2,-0.174825175,-2.077847054,-0.000567742,-0.0075806,130.7,126.8,123.8,117.3,158.3,,,133.5
01/04/1990,0,485.90369,62.3597,4.4858141,8.3999996,8.79,0.078199998,128.8999987,0.23301,131.9348295,2.59318123,8.26,47.95,5.4,-0.087565674,-1.04574212,0,-0.0174194,130.6,127.1,124.1,117.7,159.6,,,134
01/05/1990,0,486.05872,62.5474,4.6016026,8.3199997,8.7600002,0.096000001,129.0999874,0.15503,131.1152877,1.718610536,8.18,47.916,5.4,0.438212095,5.387154508,-0.002014064,0,130.9,127.3,124,117.5,160.8,,,134.4
01/06/1990,0,486.67648,62.7541,4.5264492,8.1000004,8.4799995,0.2115,129.8999839,0.61776,138.1488553,7.009193502,8.29,48.068,5.2,-0.261780105,-3.096524587,0,0,131.8,128.1,124.2,118,162,,,135.1
01/07/1990,-0.1,487.13733,62.6497,4.4923077,7.9400001,8.4700003,0.17299999,130.5000096,0.46085,136.6389229,5.187790443,8.15,48.166,5.5,0.174978128,2.120063308,-0.051017404,-0.0664516,132.5,128.7,124.2,118.5,163.4,,,135.8
01/08/1990,0,487.97672,62.8761,4.5213766,7.7800002,8.75,-0.1038,131.6000238,0.83939,143.068114,9.630730653,8.13,48.181,5.7,1.746724891,23.09637512,-0.015929114,-0.0335484,132.9,129.7,124.5,120.7,164.8,,,136.6
01/09/1990,0,488.65826,62.896,4.9386668,7.7600002,8.8900003,0.092399999,132.499994,0.68154,141.8091702,7.757708565,8.2,48.158,5.9,1.630901288,21.42533891,0,0,133.3,130.2,125.4,123.2,165.9,,,137.1
01/10/1990,-0.029990001,489.33521,62.506,5.1972828,7.5500002,8.7200003,0.31510001,133.3999955,0.67695,142.7073726,7.703682309,8.11,47.889,5.9,2.027027027,27.22802419,0.020021871,-0.011281,133.8,130.6,125.4,125.6,167.3,,,137.6
01/11/1990,0.01,489.55984,61.7271,5.0743055,7.3099999,8.3900003,0.40380001,133.6999888,0.22463,136.7334882,2.498870113,7.81,47.845,6.2,-0.579470199,-6.736249228,0.005513614,-0.0130424,134.2,130.8,125.4,126.1,168.7,,,138
01/12/1990,-0.19,489.93314,61.2939,5.0605073,7.0500002,8.0799999,0.389,134.2000235,0.3733,139.2937407,4.183808869,7.31,47.67,6.3,-1.165695254,-13.12545588,-0.14156307,-0.0956667,134.3,131,126.2,126.9,169.8,,,138.6
01/01/1991,-0.1,490.30502,61.0931,4.6354165,6.6399999,8.0900002,0.42539999,134.7000157,0.37188,139.7929397,4.167597028,6.91,47.241,6.4,0.252737995,3.075371622,-0.078280948,-0.1674193,135.2,132,126.9,125.5,171,,,139.5
01/02/1991,-0.20999999,490.37921,60.6522,4.4035277,6.27,7.8499999,0.35339999,134.7999867,0.07419,135.8033759,0.819124034,6.25,47.533,6.6,-1.512605042,-16.71480566,-0.082979023,-0.2304378,135.7,132.4,127.3,123.9,172.1,,,140.2
01/03/1991,-0.059999999,490.37921,60.3069,4.3650298,6.4000001,8.1099997,0.28009999,134.7999867,0,134.7999867,0,6.12,48.092,6.8,-0.853242321,-9.771820166,-0.059312541,-0.0363364,135.9,132.6,127,122.7,173.2,,,140.5
01/04/1991,-0.19,490.60153,60.4658,4.2785954,6.2399998,8.04,0.2264,135.1000074,0.22232,138.1334374,2.472886518,5.91,47.933,6.7,-0.17211704,-2.045964195,-0.14641757,-0.0321398,136.6,132.7,127.5,122.5,174.3,,,140.9
01/05/1991,-0.02,490.97095,61.0671,4.2417269,6.1300001,8.0699997,0.22130001,135.6000169,0.36942,140.6924954,4.139517153,5.78,48.055,6.9,0.431034483,5.296814685,0.003076131,-0.1946344,137.1,133.1,128,123.2,175.2,,,141.3
01/06/1991,0,491.2655,61.5611,4.1583171,6.3600001,8.2799997,0.1208,136.0000155,0.29455,140.0588058,3.288191989,5.9,48.063,6.9,-0.08583691,-1.025193942,0,-0.0090322,137.8,133.2,127.9,123.4,176.4,,,141.8
01/07/1991,0.01,491.41245,61.723,4.0942688,6.3099999,8.2700005,0.2402,136.2000145,0.14695,138.2146117,1.62837938,5.82,48.297,6.8,-0.257731959,-3.049316968,0.006600335,0.0087097,137.2,133.6,128.7,123.3,177.4,,,142.3
01/08/1991,-0.079999998,491.70569,61.736,3.9743056,5.7800002,7.9000001,0.15880001,136.5999936,0.29324,140.6583215,3.273352842,5.66,48.224,6.9,0.086132644,1.038502246,-0.073642507,-0.0803226,136.8,133.8,129.9,124,178.8,,,142.9
01/09/1991,0,491.99808,62.2464,3.8877194,5.5700002,7.6500001,0.17290001,136.9999828,0.29239,141.0582423,3.263725424,5.45,48.247,6.9,-0.08605852,-1.027828227,0.00253641,0.0016129,137,134.3,130,124.1,179.9,,,143.4
01/10/1991,-0.039999999,492.14398,62.1825,3.7490001,5.3299999,7.5300002,0.1769,137.2000116,0.1459,139.2148055,1.61665914,5.21,48.053,7,0.258397933,3.145224842,-0.018872343,-0.0025806,136.9,134.7,130.1,123.9,180.9,,,143.7
01/11/1991,-0.12,492.58032,62.0983,3.539855,4.8899999,7.4200001,0.2033,137.7999781,0.43634,143.9308229,4.905838716,4.81,48.28,7,0,0,-0.059999999,-0.1374193,137.4,135.2,131,124.5,181.9,,,144.2
01/12/1991,-0.25,492.87018,61.8108,3.4152777,4.3800001,7.0900002,0.2154,138.1999846,0.28986,142.2579101,3.235074526,4.43,48.363,7.3,-0.429553265,-5.034585581,-0.12600867,-0.1206452,137.6,135.6,130.7,125.1,183.1,,,144.7
01/01/1992,0,492.94254,61.4898,3.3,4.1500001,7.0300002,0.085900001,138.3000223,0.07236,139.3039897,0.798846044,4.03,49.068,7.3,-0.258843831,-3.062285209,0,-0.1493548,137.3,135.9,130.9,124.6,184.3,,,145.1
01/02/1992,0,493.15921,61.9299,3.2384176,4.29,7.3400002,0.1338,138.6000018,0.21667,141.6321661,2.409358803,4.06,49.123,7.4,0.346020761,4.232189755,-0.001977494,0,137.8,136.1,131,124.5,185.6,,,145.4
01/03/1992,0,493.51932,62.449,3.2344246,4.6300001,7.54,0.076800004,139.1000141,0.36011,144.1901691,4.033309674,3.98,49.213,7.4,0.086206897,1.039401756,0,0,138.3,136.4,131.3,125,186.8,,,145.9
01/04/1992,-0.2,493.73474,62.9312,3.2320001,4.3000002,7.48,0.073700003,139.3999863,0.21542,142.431889,2.395308836,3.73,49.254,7.4,0.172265289,2.086882082,-0.13654406,-0.1493334,138.2,136.7,130.7,125.6,187.9,,,146.3
01/05/1992,0.00999,493.94974,63.1359,3.2858551,4.1900001,7.3899999,0.0232,139.7000187,0.215,142.7324663,2.39058844,3.82,49.509,7.6,0.773860705,9.69195162,0.008663434,-0.0467997,138.1,136.9,131.6,125.9,188.7,,,146.8
01/06/1992,0,494.23566,63.1736,3.3369401,4.1700001,7.2600002,0.0142,140.1000205,0.28592,144.1571066,3.190470521,3.76,49.643,7.8,0.682593857,8.505748578,0,0.0061229,138.4,137.4,132.1,126.4,189.6,,,147.1
01/07/1992,-0.30000001,494.52075,63.7408,3.3413043,3.5999999,6.8400002,-0.0603,140.5000016,0.28509,144.5567093,3.181076481,3.25,49.808,7.7,-0.084745763,-1.0122225,-0.1530402,-0.2903225,138.3,137.7,132.7,126.9,190.6,,,147.6
01/08/1992,0.01,494.73404,63.3917,3.2916667,3.47,6.5900002,0.1166,140.7999938,0.21329,143.8317789,2.37137173,3.3,49.932,7.6,-0.169635284,-2.016738147,0.003571598,-0.0054839,139.1,137.9,132.3,127,191.5,,,147.9
01/09/1992,0.01,494.9469,63.5927,3.2430556,3.1800001,6.4200001,0.22310001,141.1000199,0.21286,144.132082,2.366539973,3.22,50.257,7.6,0.254885302,3.101867917,0.005130996,0.0148064,139.7,138.1,132.2,127,192.4,,,148.1
01/10/1992,0.01,495.37122,64.0282,3.1900001,3.3,6.5900002,0.1418,141.7000076,0.42432,147.8274113,4.767817428,3.1,50.426,7.3,0.084745763,1.021702585,0.014895111,0.0090646,139.7,138.6,132.5,128.1,193.5,,,148.8
01/11/1992,0,495.65311,64.2732,3.0942307,3.6800001,6.8699999,0.1046,142.1000092,0.28189,146.1562826,3.144865769,3.09,50.512,7.4,-0.254022015,-3.006034798,-0.015198812,0.0019355,139.6,139,132.7,128.7,194.5,,,149.2
01/12/1992,-0.01,495.79376,64.3668,3.1023333,3.71,6.77,0.1479,142.3000135,0.14065,144.3140359,1.558076371,2.92,50.845,7.4,-0.169779287,-2.018434194,0.00057388,-0.0029032,139.6,139.2,132.8,128.9,195.3,,,149.6
01/01/1993,0,496.1445,64.6256,3.0777779,3.5,6.5999999,0.114,142.7999929,0.35074,147.8874479,3.926517154,3.02,50.772,7.3,0.340136054,4.158862115,0,-0.0070968,140,139.6,132.8,129.2,196.4,89.7,84.1,150.1
01/02/1993,-0.02,496.35437,64.929,3.0674243,3.3900001,6.2600002,0.083700001,143.1000019,0.20987,146.1314427,2.332948144,3.03,50.866,7.1,0.338983051,4.14450041,-0.006591375,-0.0178571,140.4,139.6,134,129.6,197.4,90,84.3,150.6
01/03/1993,0,496.49402,64.872,3.0598974,3.3299999,5.98,0.066399999,143.2999807,0.13965,145.3136462,1.54692123,3.07,50.728,7,0.253378378,3.083272862,0.005089195,-0.0021429,140.4,140,134,129.4,198.1,90.4,84.6,150.8
01/04/1993,0,496.84235,65.0611,3.220911,3.24,5.9699998,0.079400003,143.8000079,0.34833,148.8873413,3.899065825,2.96,51.07,7.1,0.50547599,6.237219748,0,0,140.8,140.6,134,129.6,199.1,90.7,84.8,151.4
01/05/1993,-0.02,497.12012,64.8104,3.1945,3.3599999,6.04,0.0528,144.1999964,0.27777,148.2553081,3.09826149,3,51.248,7.1,0.335289187,4.098502208,-0.018709596,-0.0083871,141.7,140.8,133.5,129.9,200.5,90.3,85.2,151.8
01/06/1993,0,497.18945,64.9553,3.288347,3.54,5.96,-0.038899999,144.3000049,0.06933,145.3035289,0.765279163,3.04,51.434,7,-0.167084378,-1.986689421,0,-0.0116129,141.4,141.2,133,129.9,201.3,90.6,85.4,152.1
01/07/1993,0,497.32794,65.1198,3.2650001,3.47,5.8099999,-0.043299999,144.4999845,0.13849,146.513542,1.533982662,3.06,51.687,6.9,-0.251046025,-2.971302515,-0.015828684,0,141.4,141.3,132.8,130.1,202.2,90.6,85.6,152.3
01/08/1993,0.01,497.53534,65.0494,3.2573576,3.4400001,5.6799998,-0.054200001,144.7999884,0.2074,147.8310067,2.305205931,3.03,51.739,6.8,-0.419463087,-4.919038992,0.011450462,0.0045161,141.9,141.7,134,130.5,202.8,90.9,86,152.8
01/09/1993,0.01,497.67337,65.3882,3.2150724,3.3599999,5.3600001,0.039799999,144.9999938,0.13803,147.0137663,1.528852266,3.09,52.036,6.7,0,0,0.005,0.0084839,142.1,142,133.7,130.4,203.6,91.3,86.3,152.9
01/10/1993,0,498.0863,65.8702,3.0613637,3.3900001,5.3299999,-0.0253,145.5999802,0.41293,151.7239083,4.637182553,2.99,52.117,6.8,0.336983993,4.119604637,0,0.007,142.7,142.3,133.8,132,204.5,91.7,86.5,153.4
01/11/1993,0,498.36066,66.1779,3,3.5799999,5.7199998,-0.111,145.9999968,0.27436,150.0549072,3.05970301,3.02,52.263,6.6,-0.083963056,-1.002916808,-0.002226386,0,143,142.6,134.4,132.2,205.1,91.9,86.8,153.9
01/12/1993,-0.01,498.56592,66.5602,2.9252603,3.6099999,5.77,-0.1353,146.2999842,0.20526,149.3305133,2.281175696,2.96,52.447,6.5,-0.336134454,-3.959871685,-0.006056156,-0.0032258,143.5,143,134.1,132.1,205.8,92,87.2,154.3
01/01/1994,0,498.56592,66.7722,2.8499999,3.54,5.75,-0.2128,146.2999842,0,146.2999842,0,3.05,52.59,6.6,0.42158516,5.177990597,0,-0.0067742,143.6,143.2,133.3,131.7,206.4,92.3,87.3,154.5
01/02/1994,0,498.83896,66.8068,2.8620782,3.8699999,5.9699998,-0.40419999,146.6999875,0.27304,150.7544978,3.044780667,3.25,53.012,6.6,0.167926113,2.033829381,0.036016259,0,143.4,143.7,133.2,132.3,207.2,92.5,87.9,154.8
01/03/1994,0,499.11127,67.4832,2.9255555,4.3200002,6.48,-0.29319999,147.1000106,0.27231,151.1545752,3.036529003,3.34,53.019,6.5,0.335289187,4.098502208,-0.016420349,0,143.4,144.1,133.8,132.6,207.9,92.7,88.1,155.3
01/04/1994,0.12,499.17923,67.8771,2.8858333,4.8200002,6.9699998,-0.2538,147.2000138,0.06796,148.2034158,0.750105395,3.56,53.243,6.4,0,0,0.09705659,0.052,143.7,144,133.5,132.8,209,92.7,88.3,155.5
01/05/1994,0.050000001,499.38281,68.1961,2.9677777,5.3099999,7.1799998,-0.25569999,147.4999888,0.20358,150.530141,2.262314434,4.01,53.147,6.1,0.167084378,2.023540883,-0.004560886,0.0921935,144,144.4,134,132.4,209.7,92.8,88.6,155.9
01/06/1994,0,499.65363,68.6526,2.9432795,5.27,7.0999999,-0.30399999,147.8999897,0.27082,151.9540289,3.019688429,4.25,53.465,6.1,0.500417014,6.173067692,0,0.0258064,144.4,144.6,134.8,133.2,210.5,92.7,88.9,156.4
01/07/1994,0,499.99112,68.7353,2.9758065,5.48,7.3000002,-0.27399999,148.3999806,0.33749,153.4842101,3.775673286,4.26,53.43,6.1,0.165975104,2.009983716,0.010016282,0,145.2,144.8,134.2,134.4,211.3,92.8,89.1,156.7
01/08/1994,0,500.39462,69.1954,3.0358334,5.5599999,7.2399998,-0.23370001,148.9999842,0.4035,155.1212227,4.529139498,4.47,53.782,6,0.414250207,5.085839201,-0.013927059,0,145.6,145.3,133.2,136,212.2,92.7,89.3,157.1
01/09/1994,-0.029999999,500.59576,69.4017,3.1225805,5.7600002,7.46,-0.3651,149.2999844,0.20114,152.3300241,2.234926327,4.73,53.862,5.9,-0.165016502,-1.962324416,-0.004355483,-0.0039999,145.8,145.5,133.6,136.1,213.1,92.9,89.4,157.5
01/10/1994,0,500.66272,69.969,3.1948276,6.1100001,7.7399998,-0.27129999,149.3999891,0.06696,150.4033575,0.739030963,4.76,54.197,5.8,-0.082644628,-0.987240044,0,-0.026,145.8,145.7,133,136.2,214.1,93,89.6,157.8
01/11/1994,0.079999998,500.93011,70.4367,3.3148808,6.54,7.96,-0.22229999,149.8000043,0.26739,153.8534993,2.980930712,5.29,54.237,5.6,0.496277916,6.120606863,0.070051573,0.0426667,146.2,146,132.5,136.7,215,93.4,89.8,158.2
01/12/1994,-0.050000001,501.13019,71.1413,3.2789063,7.1399999,7.8099999,-0.16590001,150.1000242,0.20008,153.1301038,2.223030292,5.45,54.381,5.5,0.329218107,4.022941948,-0.027505299,0.0179784,147.2,146,132.1,137.1,215.9,93.2,90.1,158.3
01/01/1995,0,501.3963,71.2762,3.3066666,7.0500002,7.7800002,-0.2102,150.4999873,0.26611,154.5526973,2.966470587,5.53,54.379,5.6,0.820344545,10.30066409,0,-0.0306451,147.2,146.6,132.2,137.4,216.6,93.7,91.1,159
01/02/1995,0,501.66174,71.1904,3.1547959,6.6999998,7.4699998,-0.25139999,150.9000052,0.26544,154.953135,2.958902352,5.92,54.278,5.4,0.48820179,6.01831476,0.011440318,0,147.7,146.9,131.9,137.9,217.4,93.9,91.2,159.4
01/03/1995,0.02,501.86035,71.2891,3.1853037,6.4299998,7.1999998,-0.25569999,151.2000055,0.19861,154.2296667,2.206535044,5.98,54.564,5.4,0.32388664,3.956628322,0.017809,0.0025806,147.5,147.2,132.2,138.4,218.1,94,91.3,159.9
01/04/1995,0,502.25638,71.1623,3.236752,6.27,7.0599999,-0.2068,151.7999901,0.39603,157.9187666,4.4436249,6.05,54.475,5.8,0.564971751,6.994346713,0,0.0174193,148.5,147.6,131.9,139.2,218.6,94.4,91.6,160.4
01/05/1995,0,502.45383,71.5044,3.2285714,6,6.6300001,-0.30329999,152.1000153,0.19745,155.1297534,2.193520094,6.01,54.869,5.6,0.240770465,2.927814797,0.000934984,0,148.7,147.9,131.6,139.7,219.2,94.6,91.7,160.7
01/06/1995,0,502.65088,71.743,3.2444444,5.6399999,6.1700001,-0.1151,152.4000239,0.19705,155.4295341,2.18903253,6,55.308,5.6,0.320256205,3.911494587,0,0,148.8,148.2,131.3,140.6,219.9,94.3,92.1,161.1
01/07/1995,-0.15000001,502.78201,71.4459,3.2451613,5.5900002,6.2800002,-0.28569999,152.5999971,0.13113,154.6127573,1.451924594,5.85,55.158,5.7,0,0,-0.091959074,-0.1258065,149,148.6,131.4,139.9,220.6,94.4,92.3,161.4
01/08/1995,0,502.97842,72.38,3.1975,5.75,6.4899998,-0.1794,152.9000133,0.19641,155.9295044,2.1818528,5.74,55.428,5.7,-0.159616919,-1.898676988,0.009278338,-0.0241935,149.1,149,132.5,139.4,221.6,94.7,92.5,161.8
01/09/1995,0.029999999,503.10913,72.6601,3.135484,5.6199999,6.1999998,-0.149,153.0999996,0.13071,155.1128492,1.447243751,5.8,55.558,5.6,0.079936051,0.963461121,0.024550155,0.005,149.6,149.2,132.3,139.1,222.4,95.1,92.9,162.2
01/10/1995,0,503.37006,72.5428,2.9870369,5.5900002,6.04,-0.1109,153.5000051,0.26093,157.5521034,2.907971118,5.76,55.342,5.5,0.079872204,0.9626882,0,0.025,150,149.8,132.4,139.5,223,95.3,93.1,162.7
01/11/1995,0,503.50027,72.7178,2.8677778,5.4299998,5.9299998,-0.0274,153.7000076,0.13021,155.712971,1.441671576,5.8,55.803,5.6,0.07980846,0.961916517,0.003334394,0,150,150,132,139.1,223.7,95.7,93.3,163
01/12/1995,-0.050000001,503.63031,72.9672,2.9070513,5.3099999,5.71,-0.031500001,153.9000091,0.13004,155.9129451,1.439777099,5.6,56.158,5.6,0.23923445,2.908890112,-0.039410107,-0.0209677,150.3,150.3,132.2,139.1,224.3,95.8,93.7,163.1
01/01/1996,-0.02,504.14877,72.5866,2.7846153,5.0900002,5.6500001,-0.080399998,154.6999911,0.51846,162.9081213,5.853223923,5.56,55.905,5.6,0.477326969,5.880717207,-0.012765653,-0.0296774,150.8,150.9,132.7,140.4,225.2,96.2,93.9,163.7
01/02/1996,0,504.3425,73.6389,2.7418334,4.9400001,5.8099999,-0.30689999,154.9999819,0.19373,158.0288141,2.151792659,5.22,56.334,5.5,-0.079176564,-0.945992173,0,-0.0193548,151.2,151.2,132.2,140.9,225.7,96.9,94.2,164
01/03/1996,0.00999,504.66458,73.5202,2.7177179,5.3400002,6.27,-0.3186,155.5000106,0.32208,160.5807398,3.600489391,5.31,56.607,5.5,0.158478605,1.918407353,-0.006595417,0.0019336,151.9,151.6,132.6,141.5,226.2,97,94.6,164.4
01/04/1996,0,505.04968,74.2664,2.8254464,5.54,6.5100002,-0.26949999,156.0999957,0.3851,162.2154586,4.318615736,5.22,56.816,5.6,0.791139241,9.917855989,0,0.0080564,152.5,151.9,131.8,142.9,226.8,97.2,94.3,164.6
01/05/1996,0,505.24167,74.8145,2.9551282,5.6399999,6.7399998,-0.29640001,156.39998,0.19199,159.4284852,2.132280305,5.24,56.89,5.6,0.549450549,6.796352697,0.011730692,0,152.4,152.3,131.8,143.5,227.4,97.3,95,165
01/06/1996,0,505.43332,75.3779,2.925,5.8099999,6.9099998,-0.25580001,156.7000079,0.19165,159.7289034,2.128467941,5.27,56.956,5.3,-0.078064012,-0.932756564,0,0,153.3,152.4,131.6,143.4,228,97.4,95.3,165.4
01/07/1996,-0.029999999,505.62457,75.3754,2.9611111,5.8499999,6.8699999,-0.30219999,156.9999835,0.19125,160.0282894,2.123982974,5.4,57.077,5.5,0,0,-0.022565566,-0.0280645,153.8,153,131.3,143,228.6,97.6,95.6,165.7
01/08/1996,0,505.75189,75.7568,2.9885802,5.6700001,6.6399999,-0.3691,157.2000031,0.12732,159.2128509,1.409469852,5.22,57.273,5.1,0.234375,2.849039623,0.007860307,-0.0019355,154.3,153.4,130.6,143,229.1,97.7,95.8,166
01/09/1996,-0.13,506.06946,76.2304,3.0416667,5.8299999,6.8299999,-0.3691,157.7000167,0.31757,162.7794552,3.549269707,5.3,57.346,5.2,-0.077942323,-0.931308767,-0.065396808,-0.0303333,155,153.7,131.3,143.6,229.7,98,96.1,166.5
01/10/1996,0,506.38602,76.2193,3.0035715,5.5500002,6.5300002,-0.3114,158.2000229,0.31656,163.2791317,3.537802379,5.24,57.516,5.2,-0.15600624,-1.856095077,0,-0.0996667,155.9,154,131.3,143.9,230.3,98.2,96.4,166.8
01/11/1996,-0.01,506.70157,76.8941,2.9895833,5.4200001,6.1999998,-0.27270001,158.7000115,0.31555,163.7786876,3.526336206,5.31,57.659,5.4,0.15625,1.8911975,-0.019061876,-0.006,156.4,154.4,131.6,144.6,231,98.6,96.6,167.2
01/12/1996,-0.01,506.95331,77.3731,2.9262345,5.4699998,6.3000002,-0.38,159.1000262,0.25174,163.150372,2.804259728,5.29,57.888,5.4,0.702028081,8.757347008,-0.000857797,-0.0088387,156.6,154.7,131.9,145.7,231.2,98.7,96.9,167.4
01/01/1997,0,507.14166,77.5138,2.944,5.6100001,6.5799999,-0.28929999,159.3999735,0.18835,162.4275592,2.091472314,5.25,58.162,5.3,0.464756003,5.72186258,0,-0.0051613,156.3,155.3,132.3,145.6,231.8,98.9,97.2,167.8
01/02/1997,0,507.32971,78.4246,2.9441895,5.5300002,6.4200001,-0.4278,159.7000072,0.18805,162.7284198,2.08810968,5.19,58.285,5.2,-0.925212028,-10.55463946,0.018343262,0,156.9,155.7,133,145.2,232.2,99.3,97.4,168.1
